ikiremwamuntu	humankind	noun			turi ikiremwamuntu	we are humankind
ikirere	sky	noun			kuguruka mu kirere	to fly into the sky
ikirori	party	noun			ngiye mu kirori	I am going to a party
ikirori	event	noun			ikirori cyatangiye	the event has started
ikirwa	island	noun			ikirwa bya Seyisheli	Seychelles island
ikivunge	crowd	noun			ikivunge gisakuza	noisy crowd
Ikiwolofu	Wolof	noun			ururimi rw'ikiwolofu	Wolof language
ikiyaga	lake	noun			ikiyaga cyasendereye	the lake has overflowed
ikiyiko	spoon	noun			ibiyiko cumi na bitandatu	sixteen spoons
Ikiyoruba	Yoruba	noun			ururimi rw'Ikiyoruba	Yoruba language
ikiyozo	dustpan	noun			umweyo n'ikiyozo	broom and dustpan
ikizamini	exam	noun			ikizamini kiroroshye	the exam is easy
ikiziba cya inda	groin	noun			ikiziba cya inda cya umugabo	groin of a man
ikosa	mistake	noun			buri wese akora makosa	everyone makes mistakes
imana	god	noun			imana yo kwizerwa	dependable god
imashini	machine	noun			imashini nshya	new machine
imbabazi	forgiveness	noun			urukundo, kwakira na imbabazi	love, acceptance and forgiveness
imbaraga	strength	noun			imbaraga n'ubutware	strength and power
imbeba	mouse	noun			imbeba nini	a big mouse
imbeba	rat	noun			ikibeba	a big rat
imboro	penis	noun			ntukavuge 'imboro' mu ruhame	you don't say 'penis' in public
imbwa	dog	noun			imbwa iramoka	a dog barks
imfuruka	corners	noun			imfuruka z'isi	all corners of the world
imibare	mathematics	noun			yigisha imibare	she teaches mathematics
imigirire	manner	noun			imigirire ye irashimishije	his manner is amusing
imimerere	state	noun			reba imimerere yacu iteye agahinda	look at our pitiful state
iminwa	lip	noun			iminwa itukura	red lips
imivumba	wave	noun			imivumba irasana	the waves are breaking
imiyoborere	governance	noun			imiyoborere myiza	good governance
imodoka	car	noun			twara imodoka	drive a car
impamvu	reason	noun			buri kintu kigira impamvu	everything has a reason
impamyabumenyi	certificate	noun			iyo urangije ishuri ubona impamyabumenyi	when you complete school you get a certificate
impano	gift	noun			impano nziza	a good gift
impinga	summit	noun			impinga ya umusozi	mountain summit
impongo	deer	noun			intare ikunda inyama ya impongo	a lion likes deer meat
impumuro	smell	noun			ndumva impumuro	I sense a smell
impundu	congratulations	noun			impundu rwose ubikoze neza	congratulations and well done
impyiko	kidney	noun			injangwe igira impyiko	a cat has a kidney
imvubu	hippopotamus	noun		also called a hippo	imvubu igira igifu kinini	a hippopotamus has a big stomach
imwanda	trash	noun			jugunya umwanda	throw away the trash
imya	mate	verb			inyamaswa zirimo kuimyanya	the animals are mating
imyenda	clothes	noun			gura imyenda	buy clothes
imyumbati	cassava	noun			inyamunyo n'imyumbati	plantain and cassava
inama	meeting	noun		a gathering of a group to talk about something	subika inama	cancel the meeting
inama	advice	noun			umupadiri agira inama	a priest has advice
inanasi	pineapple	noun			umutobe wa inanasi	pineapple juice
incuke	toddler	noun			incuke, ugiye he?	toddler, where are you going?
inda	louse	noun			inda z'inkoko	chicken lice
inda	womb	noun			inda (ibyara) ya umugore	female's womb
inda	louse	noun			inda za inkoko	chicken lice
indahirontimatima	oath	noun			indahiro ikomeye	great oath
indandi	web	noun			indandi ya igitagangurirwa	the web of a spider
indege	plane	noun		aeroplane, airplane	kurira indege	board a plane
indege	aeroplane	noun			indege ebyiri	two aeroplanes
indege	aeroplane	noun			indege ebyiri	two aeroplanes
indimu	lime	noun			umutobe wa indimu	lime juice
indirimbo	song	noun			kina indirimbo	play a song
indobo	pail	noun			indobo na isabune	pail and soap
indobo	bucket	noun			indobo irava	the bucket leaks
indorerwamo	mirror	noun			indorerwamo nini	big mirror
indwara	disease	noun			gukiza indwara	heal disease
infirimiyeri	nurse	noun			ni infirimiyeri	she is a nurse
ingamiya	camel	noun			ingamiya esheshatu	six camels
ingano	quantity	noun			ingano ya ifunguro	quantity of the food
ingaru	crab	noun			isosi y'ingaru	crab soup
ingaruka	consequence	noun			ingaruka zacyo	its consequences
ingashya	paddle	noun			ubwato na ingashya	canoe and paddle
ingingo	joint	noun			gorora ingingo zawe	stretch your joints
ingofero	hat	noun			yambaye ingofero	he is wearing a hat
ingoma	drum	noun			ndumva ingoma	I hear the drums
ingona	alligator	noun			ingona igira umurizo	an alligator has a tail
ingona	crocodile	noun			ingona ikunda amazi	a crocodile likes water
ingona	alligator	noun			ingona igira umurizo	an alligator has a tail
ingufu	energy	science			ushobora guhindura uburemere mo ingufu	you can change mass into energy
inguge	monkey	noun			inguge ikunda imineke	a monkey likes bananas
ingunguru	barrel	noun			uzuza ingunguru	fill up the barrel
inguni	angle	noun		the length of turn between two straight lines that meet	inguni ebyiri	two angles
ingurube	pig	noun			ingurube zimwe na zimwe ni idoma	some pigs are pink
inguzanyo	loan	noun			nkeneye inguzanyo	I need a loan
ingwe	leopard	noun			ingwe igira umurizo	a leopard has a tail
injangwe	cat	noun			injangwe igira umurizo	a cat has a tail
injeniyeri	engineer	noun			injeniyeri akora ibikoresho	an engineer makes tools
inka	cow	noun			inyama z'inka	cow meat; beef
inka	cow	noun			inyama za inka	cow meat; beef
inkongoro	vulture	noun			inkongoro ni inyoni	a vulture is a bird
inkoni	staff	noun			inkoni ya umwami	the king's staff
inkono	pot	noun			inkono ya icyuma	metal pot
inkoranyamagambo	dictionary	noun			inkoranyamagambo y'amashusho	picture dictionary
inkota	cutlass	noun			mpa inkota	give me the cutlass
inkovu	scar	noun			itama rye rifite inkovu	her cheek has a scar
inkuba	thunder	noun			serwakira ifite inkuba	storm with thunder
inkuru	story	noun			mbwira inkuru	tell me a story
inkwi	firewood	noun			gutashya inkwi	pickup firewood
ino	toe	noun			ino n'agatsinsino	toe and heel
inshingano	responsibility	noun			ni inshingano zawe	it is your responsibility
inshoreke	concubine	noun			Yaa ni inshoreke	Yaa is my concubine
inshuti	friend	noun			inshuti yanjye	my friend
intama	sheep	noun			inyama z'intama	sheep meat (i.e. mutton)
intare	lion	noun			intare irya umuhore	a lion eats flesh
intebe	chair	noun			tunganya intebe	arrange the chairs
intege nke	weakness	noun			mu ntege nke ze	in her weakness
inteko	parliament	noun			mumutorere kujya mu nteko	elect her to go to parliament
interineti	internet	noun			link ya interineti	internet link
interuro	sentence	noun			amagambo ajya hamwe mu kurema interuro	words join to make sentences
intimatima	nucleus	science			intimatima ya atome igira poroto na netoro	a nucleus contains protons and neutrons
intogose	stew	noun			guteka intogose	make stew
intonganya	squabbles	noun			intonganya na ibitutsi	squabbles and insults
intonganya	quarrel	noun			intonganya zikomeye	a big quarrel
intozi	ant	noun			ibihumbi by'intozi	thousands of ants
intsinzi	victory	noun			intsinzi no gutsindwa	victory and defeat
intugunda	bother	noun			intugunda nyinshi	too much bother
intumwa	messenger	noun			intumwa zaje	the messengers arrived
inuma	dove	noun			inuma y'umweru	white dove
inuma	doll	noun			inuma yanjye	my doll
inyama	meat	noun			inyama z'ihene	goat meat
inyamunyo	plantain	noun			inyamunyo na umwumbati	plantain and cassava
